price in aud,brand,model number,made in,warranty,available colors,body type,engine type,engine power,torque,no. of cylinders,transmission type,drive type,gear box,steering type,minimum turning radius,front suspension,back suspension,length,width,height,wheel base,ground clearance,kerb weight,tyre size,wheel size,front brake,rear brake,mileage in city,mileage on highway,fuel type,seating capacity,fuel tank capacity (litres),no. of doors,air conditioner,heater,antilock braking system,central locking,power steering,power windows,anti-lock braking,brake assist,power door locks,rear seat belts,seat belt warning,door ajar warning,adjustable seats,engine immobilizer,crash sensor,engine check warning,rear camera,anti-theft device,touch screen,audio system remote control,speakers front & back,bluetooth connectivity,usb & auxiliary input,adjustable steering column,height adjustable driving seat,digital clock,outside temperature display,smoke headlamps,electric folding rear view mirror,automatic climate control,low fuel warning light,rear reading lamp,bottle holder,voice control,steering gear type,child safety locks,night rear view mirror,vehicle stability control system,parking sensors,radio,fog lights front & back,keyless entry,centrally mounted fuel tank,leather seats,electric adjustable seats,charger,maximum speed,acceleration time (0-100 kmph),dvd player,boot space,tyre pressure monitor,smart access card entry,fuel system,tyre type,cd player,xenon headlamps,displacement (cc),halogen headlamps,assembled in,cassette player,shock absorbers type,valve configuration,removable/convertible top,introduction date
"63,806",Honda,pilot trailsport 2022,japan,"3 years / 36,000 miles basic , 5 years / unlimited miles corrosion , 5 years / 60,000 miles drivetrain , and 3 years / 36,000 miles roadside assistance warranty","crystal black pearl, lunar silver metallic, modern steel metallic, deep scarlet pearl, platinum white pearl, sonic gray pearl, and steel sapphire metallic.",suv,3.5l v6 gas,280 hp @ 6000 rpm,262 lb-ft @ 4700 rpm,v6,automatic,all-wheel drive,9-speed,rack-pinion,37.6 ft,strut,multi-link,196.5 in,78.6 in,71.2 in,110.9 in,,"4,251 lbs",p245/60hr18,18 in x 8 in aluminum wheels,disc (abs),disc (abs),19 mpg,25 mpg,gasoline,8 seater,19.5 gallons,5 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,yes,,,yes,,estimated 130 mph,0-60 mph in 6.4 seconds,yes,,yes,yes,,,,,,,,,,,,
"34,056",Honda,hr-v lx 2023,japan,"3 years / 36,000 miles basic , 5 years / unlimited miles corrosion , 5 years / 60,000 miles drivetrain , 3 years / 36,000 miles roadside assistance warranty","crystal black pearl, lunar silver metallic, modern steel metallic, and platinum white pearl.",suv,2.0l inline-4 gas,158 hp @ 6500 rpm,138 lb-ft @ 4200 rpm,4,continuously variable automatic (cvt),front-wheel drive,,power,35.1 ft,strut,multi-link,179.8 in,72.4 in,63.4 in,104.5 in,,,p215/60hr17,17 in x 7.5 in aluminum wheels,discs,discs,26 city,32 hwy,gasoline,5 seater,,4 doors,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,yes,yes,,rack & pinion,yes,,yes,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,
"47,894",Honda,accord sport 2.0t 2022,japan,"basic: 3 years / 36000 miles , corrosion: 5 years / unlimited miles , drivetrain: 5 years / 60000 miles , and roadside assistance: 3 years / 36000 miles","crystal black pearl, lunar silver metallic, san marino red, platinum white pearl, sonic gray pearl, and still night pearl.",sedan,2.0l turbo inline-4 gas,252 hp @ 6500 rpm,273 lb-ft @ 1500 rpm,4,automatic,front-wheel drive,10-speed,power,39.6 ft,strut,multi-link,196.1 in,73.3 in,57.1 in,111.4 in,,"3,380 lbs",p235/40vr19,19 in x 8.5 in aluminum wheels,disc,disc,22 city,32 hwy,gasoline,5 seater,14.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,,yes,yes,yes,,rack-pinion,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,
"44,165",Honda,accord hybrid sport 2022,japan,"basic: 3 years / 36000 miles , corrosion: 5 years / unlimited miles , drivetrain: 5 years / 60000 miles , and roadside assistance: 3 years / 36000 miles","crystal black pearl, lunar silver metallic, modern steel metallic, platinum white pearl, and radiant red metallic.",sedan,2.0l inline-4 hybrid,212 hp @ 6200 rpm,129 lb-ft @ 3500 rpm,4,continuously variable automatic (cvt),front-wheel drive,,power,38.2 ft,strut,multi-link,196.1 in,73.3 in,57.1 in,111.4 in,5.8 in,"3,375 lbs",p235/40vr19,19 in x 8.5 in aluminum wheels,disc,disc,44 city,41 hwy,hybrid,5 seater,12.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,,yes,yes,yes,,rack-pinion,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,
"43,301",Honda,accord sport se 1.5t 2022,japan,"basic: 3 years / 36000 miles , corrosion: 5 years / unlimited miles , drivetrain: 5 years / 60000 miles , and roadside assistance: 3 years / 36000 miles","crystal black pearl, lunar silver metallic, modern steel metallic, platinum white pearl, and radiant red metallic.",sedan,1.5l turbo inline-4 gas,192 hp @ 5500 rpm,192 lb-ft @ 1600 rpm,4,continuously variable automatic (cvt),front-wheel drive,,power,38.3 ft,strut,multi-link,196.1 in,73.3 in,57.1 in,111.4 in,,"3,230 lbs",p235/40vr19,19 in x 8.5 in aluminum wheels,disc,disc,29 city,35 hwy,gasoline,5 seater,14.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,,yes,yes,yes,,rack-pinion,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,
"59,990",Honda,pilot special edition awd 2022,japan,"3 years / 36,000 miles basic , 5 years / unlimited miles corrosion , 5 years / 60,000 miles drivetrain , and 3 years / 36,000 miles roadside assistance warranty","crystal black pearl, lunar silver metallic, modern steel metallic, deep scarlet pearl, platinum white pearl, sonic gray pearl, and steel sapphire metallic.",suv,3.5l v6 gas,280 hp @ 6000 rpm,262 lb-ft @ 4700 rpm,v6,automatic,all-wheel drive,9-speed,power,39.4 ft,strut,multi-link,196.5 in,78.6 in,70.6 in,111 in,,"4,255 lbs",p245/50hr20,20 in x 8 in aluminum wheels,disc (abs),disc (abs),19 mpg,26 mpg,gasoline,8 seater,19.5 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,rack-pinion,yes,,yes,yes,yes,yes,yes,,,yes,,,,yes,,yes,yes,,,,,,,,,,,,
"57,110",Honda,pilot special edition 2022,japan,"3 years / 36,000 miles basic , 5 years / unlimited miles corrosion , 5 years / 60,000 miles drivetrain , and 3 years / 36,000 miles roadside assistance warranty","crystal black pearl, lunar silver metallic, modern steel metallic, deep scarlet pearl, platinum white pearl, sonic gray pearl, and steel sapphire metallic.",suv,3.5l v6 gas,280 hp @ 6000 rpm,262 lb-ft @ 4700 rpm,v6,automatic,front-wheel drive,9-speed,power,39.4 ft,strut,multi-link,196.5 in,78.6 in,70.6 in,111 in,,"4,070 lbs",p245/50hr20,20 in x 8 in aluminum wheels,disc (abs),disc (abs),20 mpg,27 mpg,gasoline,8 seater,19.5 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,rack-pinion,yes,,yes,yes,yes,yes,yes,,,yes,,,,yes,,yes,yes,,,,,,,,,,,,
"61,157",Honda,passport trailsport 2022,japan,"3 years / 36000 miles basic , 5 years / unlimited miles corrosion , 5 years / 60000 miles drivetrain , 3 years / 36000 miles roadside assistance warranty","crystal black pearl, lunar silver metallic, platinum white pearl, radiant red metallic ii, and sonic gray pearl.",suv,3.5-liter v6 gas,280 hp @ 6000 rpm,262 lb-ft @ 4700 rpm,,automatic,all-wheel drive,9-speed,power,39.3 ft,strut,multi-link,189.1 in,78.6 in,72.2 in,111 in,,"4,229 lbs",p245/60hr18,18 in x 8 in aluminum wheels,discs,discs,19 mpg,24 mpg,gasoline,5 seater,19.5 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,rack and pinion,yes,,,yes,,,yes,,yes,yes,,,,,,,yes,,,,,,,,,,,,
"42,912",Honda,civic hatchback sport touring cvt 2022,japan,"3 years / 36,000 miles basic, 5 years / unlimited miles corrosion, 5 years / 60,000 miles drivetrain, and 3 years / 36,000 miles roadside assistance warranty","crystal black pearl, lunar silver metallic, meteorite gray metallic, rallye red, platinum white pearl, and smokey mauve pearl.",hatchback,1.5l turbo inline-4 gas,180 hp @ 6000 rpm,177 lb-ft @ 1700 rpm,4,continuously variable automatic (cvt),front wheel drive (fwd),,power,38.1 ft,strut,multi-link,179 in,70.9 in,55.7 in,107.7 in,,"3,126 lbs",p235/40wr18,18 in x 8 in aluminum wheels,discs,discs,28 city,37 hwy,gasoline,5 seater,12.4 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,,rack-pinion,yes,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
"35,856",Honda,civic hatchback sport cvt 2022,japan,"3 years / 36,000 miles basic, 5 years / unlimited miles corrosion, 5 years / 60,000 miles drivetrain, and 3 years / 36,000 miles roadside assistance warranty","crystal black pearl, lunar silver metallic, polished metal metallic, rallye red, platinum white pearl, and sonic gray pearl.",hatchback,2.0l inline-4 gas,158 hp @ 6500 rpm,138 lb-ft @ 4200 rpm,4,continuously variable automatic (cvt),front wheel drive (fwd),,power,38.1 ft,strut,multi-link,179 in,70.9 in,55.7 in,107.7 in,,"2,984 lbs",p235/40wr18,18 in x 8 in,discs,discs,29 city,37 hwy,petrol,5 seater,12.4 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,,rack-pinion,yes,,yes,yes,yes,,,,,,,,,,,,,multi-point,,,,,,,,,,,
"50,098",Honda,passport sport awd 2022,japan,"3 years / 36000 miles basic , 5 years / unlimited miles corrosion , 5 years / 60000 miles drivetrain , 3 years / 36000 miles roadside assistance warranty","crystal black pearl, lunar silver metallic, modern steel metallic, obsidian blue pearl, black copper pearl, deep scarlet pearl, and platinum white pearl.",suv,3.5-liter v6 gas,280 hp @ 6000 rpm,262 lb-ft @ 4700 rpm,,automatic,all-wheel drive,9-speed,power,39.5 ft,strut,multi-link,190.5 in,78.6 in,72.2 in,111 in,,"4,145 lbs",p245/50hr20,20 in x 8 in aluminum wheels,discs,discs,20 mpg,25 mpg,gasoline,5 seater,19.5 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,rack and pinion,yes,,,yes,,,yes,,yes,yes,,,,,,,yes,,,,,,,,,,,,
"42,926",Honda,accord sport special edition 2022,japan,"basic: 3 years / 36000 miles , corrosion: 5 years / unlimited miles , drivetrain: 5 years / 60000 miles , and roadside assistance: 3 years / 36000 miles","crystal black pearl, lunar silver metallic, modern steel metallic, platinum white pearl, and radiant red metallic.",sedan,1.5l turbo inline-4 gas,192 hp @ 5500 rpm,192 lb-ft @ 1600 rpm,4,continuously variable automatic (cvt),front-wheel drive,,power,38.3 ft,strut,multi-link,196.1 in,73.3 in,57.1 in,111.4 in,,"3,230 lbs",p235/40vr19,19 in x 8.5 in,disc,disc,29 city,35 hwy,gasoline,5 seater,14.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,,yes,yes,yes,,rack-pinion,yes,,yes,yes,,,,,,,,,,,,,,,tubeless,,,,,,,,,,
"54,792",Honda,accord touring 2.0t 2022,japan,"basic: 3 years / 36000 miles , corrosion: 5 years / unlimited miles , drivetrain: 5 years / 60000 miles , and roadside assistance: 3 years / 36000 miles","crystal black pearl, lunar silver metallic, san marino red, platinum white pearl, sonic gray pearl, and still night pearl.",sedan,2.0l turbo inline-4 gas,252 hp @ 6500 rpm,273 lb-ft @ 1500 rpm,4,automatic,front-wheel drive,10-speed,power,39.6 ft,strut,multi-link,196.1 in,73.3 in,57.1 in,111.4 in,,"3,430 lbs",p235/40vr19,19 in x 8.5 in aluminum wheels,disc,disc,22 city,32 hwy,gasoline,5 seater,14.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,,yes,yes,yes,,rack-pinion,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,
"46,714",Honda,accord ex-l 2022,japan,"basic: 3 years / 36000 miles , corrosion: 5 years / unlimited miles , drivetrain: 5 years / 60000 miles , and roadside assistance: 3 years / 36000 miles","crystal black pearl, lunar silver metallic, san marino red, platinum white pearl, sonic gray pearl, and still night pearl.",sedan,1.5l turbo inline-4 gas,192 hp @ 5500 rpm,192 lb-ft @ 1600 rpm,4,continuously variable automatic (cvt),front-wheel drive,,power,38.2 ft,strut,multi-link,196.1 in,73.3 in,57.1 in,111.4 in,,"3,221 lbs",p225/50vr17,17 in x 7.5 in aluminum wheels,disc,disc,30 city,38 hwy,gasoline,5 seater,14.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,,yes,yes,yes,yes,rack-pinion,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,
"41,155",Honda,accord sport 1.5t cvt 2022,japan,"basic: 3 years / 36000 miles , corrosion: 5 years / unlimited miles , drivetrain: 5 years / 60000 miles , and roadside assistance: 3 years / 36000 miles","crystal black pearl, lunar silver metallic, modern steel metallic, platinum white pearl, and radiant red metallic.",sedan,1.5l turbo inline-4 gas,192 hp @ 5500 rpm,192 lb-ft @ 1600 rpm,4,continuously variable automatic (cvt),front-wheel drive,,power,38.3 ft,strut,multi-link,196.1 in,73.3 in,57.1 in,111.4 in,,"3,223 lbs",p235/40vr19,19 in x 8.5 in aluminum wheels,disc,disc,29 city,35 hwy,gasoline,5 seater,14.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,,yes,yes,yes,,rack-pinion,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,
"37,613",Honda,accord lx 1.5t cvt 2022,japan,"basic: 3 years / 36000 miles , corrosion: 5 years / unlimited miles , drivetrain: 5 years / 60000 miles , and roadside assistance: 3 years / 36000 miles","crystal black pearl, lunar silver metallic, modern steel metallic, platinum white pearl, and radiant red metallic.",sedan,1.5l turbo inline-4 gas,192 hp @ 5500 rpm,192 lb-ft @ 1600 rpm,4,continuously variable automatic (cvt),front-wheel drive,,power,38.2 ft,strut,multi-link,196.1 in,73.3 in,57.1 in,111.4 in,,"3,150 lbs",p225/50vr17,17 in x 7.5 in aluminum wheels,disc,disc,30 city,38 hwy,gasoline,5 seater,14.8 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,,yes,yes,yes,,rack-pinion,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,
"53,035",Honda,pilot sport fwd 2022,japan,"3 years / 36,000 miles basic , 5 years / unlimited miles corrosion , 5 years / 60,000 miles drivetrain , and 3 years / 36,000 miles roadside assistance warranty","crystal black pearl, lunar silver metallic, obsidian blue pearl, platinum white pearl, and sonic gray pearl.",suv,3.5l v6 gas,280 hp @ 6000 rpm,262 lb-ft @ 4700 rpm,v6,automatic,front-wheel drive,9-speed,power,37.8 ft,strut,multi-link,196.5 in,78.6 in,70.6 in,111 in,,"4,030 lbs",p245/50hr20,20 in x 8 in aluminum wheels,disc (abs),disc (abs),20 mpg,27 mpg,gasoline,8 seater,19.5 gallons,5 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,,rack-pinion,yes,,yes,yes,yes,yes,yes,,,,,,,yes,,yes,,,tubeless,,,,,,,,,,
"73,973",Honda,pilot black edition 2022,japan,"3 years / 36,000 miles basic , 5 years / unlimited miles corrosion , 5 years / 60,000 miles drivetrain , and 3 years / 36,000 miles roadside assistance warranty","crystal black pearl, platinum white pearl, and sonic gray pearl.",suv,3.5l v6 gas,280 hp @ 6000 rpm,262 lb-ft @ 4700 rpm,v6,automatic,all-wheel drive,9-speed,power,39.4 ft,strut,multi-link,196.5 in,78.6 in,70.6 in,111 in,,"4,321 lbs",p245/50hr20,20 in x 8 in aluminum wheels,disc (abs),disc (abs),19 mpg,26 mpg,gasoline,7 seater,19.5 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,rack-pinion,yes,,yes,yes,yes,yes,yes,,,yes,,,,yes,,yes,yes,,,,,,,,,,,,
"55,915",Honda,pilot sport awd 2022,japan,"3 years / 36,000 miles basic , 5 years / unlimited miles corrosion , 5 years / 60,000 miles drivetrain , and 3 years / 36,000 miles roadside assistance warranty","crystal black pearl, lunar silver metallic, obsidian blue pearl, platinum white pearl, and sonic gray pearl.",suv,3.5l v6 gas,280 hp @ 6000 rpm,262 lb-ft @ 4700 rpm,v6,automatic,all-wheel drive,9-speed,power,37.8 ft,strut,multi-link,196.5 in,78.6 in,70.6 in,111 in,,"4,202 lbs",p245/50hr20,20 in x 8 in aluminum wheels,disc (abs),disc (abs),19 mpg,26 mpg,gasoline,8 seater,19.5 gallons,5 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,,rack-pinion,yes,,yes,yes,yes,yes,yes,,,,,,,yes,,yes,,,tubeless,,,,,,,,,,
"53,035",Honda,pilot sport 2022,japan,"3 years / 36,000 miles basic , 5 years / unlimited miles corrosion , 5 years / 60,000 miles drivetrain , and 3 years / 36,000 miles roadside assistance warranty","crystal black pearl, lunar silver metallic, obsidian blue pearl, platinum white pearl, and sonic gray pearl.",suv,3.5l v6 gas,280 hp @ 6000 rpm,262 lb-ft @ 4700 rpm,v6,automatic,front-wheel drive,9-speed,power,37.8 ft,strut,multi-link,196.5 in,78.6 in,70.6 in,111 in,,"4,030 lbs",p245/50hr20,20 in x 8 in aluminum wheels,disc (abs),disc (abs),20 mpg,27 mpg,gasoline,8 seater,19.5 gallons,5 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,,rack-pinion,yes,,yes,yes,yes,yes,yes,,,,,,,yes,,yes,,,tubeless,,,,,,,,,,
"42,898",Honda,insight touring cvt 2022,japan,"3 years / 36,000 miles basic, 5 years / unlimited miles corrosion, 5 years / 60,000 miles drivetrain warranty","hampton gray, portofino gray, shimmering silver, stormy sea, twilight black, calypso red, and quartz white.",sedan,1.5-liter inline-4 hybrid,151 hp @ 6000 rpm,99 lb-ft @ 5000 rpm,4,continuously variable automatic (cvt),front wheel drive,,power,35.7 ft,strut,multi-link,183.6 in,71.6 in,55.6 in,106.3 in,,"3,078 lbs",p215/50hr17,17 in x 7 in,disc (abs),disc (abs),51 city,45 hwy,hybrid,5 seats,10.6 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,,rack-pinion,yes,,yes,yes,,,yes,,,,,,,yes,,,,hybrid,,,,,,,,,,,
"41,904",Honda,cr-v special edition awd 2022,japan,"3 years / 36000 miles basic , 5 years / unlimited miles corrosion , 5 years / 60000 miles drivetrain , and 3 years / 36000 miles roadside assistance.","aegean blue metallic, crystal black pearl, platinum white pearl, radiant red metallic, and sonic gray pearl.",suv,1.5l turbo inline-4 gas,190 hp @ 5600 rpm,179 lb-ft @ 2000 rpm,4,continuously variable automatic (cvt),all-wheel drive,,power,37.4 ft,"independent, macpherson strut","independent, multi-link",182.1 in,73 in,66.5 in,104.7 in,,"3,461 lbs",p235/65hr17,17 in x 7.5 in,disc brakes,disc brakes,27 city,32 hwy,gasoline,5 seater,14 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,rack-pinion,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
"39,744",Honda,cr-v special edition 2022,japan,"3 years / 36000 miles basic , 5 years / unlimited miles corrosion , 5 years / 60000 miles drivetrain , and 3 years / 36000 miles roadside assistance.","aegean blue metallic, crystal black pearl, platinum white pearl, radiant red metallic, and sonic gray pearl.",suv,1.5l turbo inline-4 gas,190 hp @ 5600 rpm,179 lb-ft @ 2000 rpm,4,continuously variable automatic (cvt),front-wheel drive,,power,37.4 ft,"independent, macpherson strut","independent, multi-link",182.1 in,73 in,66.1 in,104.8 in,,"3,345 lbs",p235/65hr17,17 in x 7.5 in,disc brakes,disc brakes,28 city,34 hwy,gasoline,5 seater,14 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,rack-pinion,yes,,,yes,yes,,,,,,,,,,,,,,tubeless,,,,,,,,,,
"40,176",Honda,cr-v lx awd 2022,japan,"3 years / 36000 miles basic , 5 years / unlimited miles corrosion , 5 years / 60000 miles drivetrain , and 3 years / 36000 miles roadside assistance.","crystal black pearl, lunar silver metallic, and platinum white pearl.",suv,1.5l turbo inline-4 gas,190 hp @ 5600 rpm,179 lb-ft @ 2000 rpm,4,continuously variable automatic (cvt),all-wheel drive,,power,37.4 ft,"independent, macpherson strut","independent, multi-link",182.1 in,73 in,66.5 in,104.7 in,,"3,455 lbs",p235/65hr17,17 in x 7.5 in,disc brakes,disc brakes,27 city,32 hwy,gasoline,5 seater,14 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes,yes,yes,,rack-pinion,yes,,,yes,yes,,,,,,,,,,,,,,tubeless,,,,,,,,,,
"34,704",Honda,civic sport hatchback 2022,japan,"3 years / 36,000 miles basic, 5 years / unlimited miles corrosion, 5 years / 60,000 miles drivetrain, and 3 years / 36,000 miles roadside assistance warranty","crystal black pearl, lunar silver metallic, polished metal metallic, rallye red, platinum white pearl, and sonic gray pearl.",hatchback,2.0l inline-4 gas,158 hp @ 6500 rpm,138 lb-ft @ 4200 rpm,4,continuously variable automatic (cvt),front wheel drive (fwd),,power,38.1 ft,strut,multi-link,179 in,70.9 in,55.7 in,107.7 in,,"2,984 lbs",p235/40wr18,18 in x 8 in,discs,discs,29 city,37 hwy,petrol,5 seater,12.4 gallons,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,,rack-pinion,yes,,yes,yes,yes,,,,,,,,,,,,,multi-point,,,,,,,,,,,
"38,722",Honda,hr v sport cvt 2023,japan,"3 years / 36,000 miles basic , 5 years / unlimited miles corrosion , 5 years / 60,000 miles drivetrain , and 3 years / 36,000 miles roadside assistance warranty.","crystal black pearl, milano red, nordic forest pearl, platinum white pearl, and urban gray pearl.",suv,2.0l inline-4 gas,158 hp @ 6500 rpm,138 lb-ft @ 4200 rpm,4 cylinder,continuously variable automatic (cvt),front-wheel drive,,power,37.1 ft,strut,multi-link,179.8 in,72.4 in,63.8 in,104.5 in,,,p225/50vr18,18 in x 7.5 in aluminum wheels,disc (abs),disc (abs),26 city,32 hwy,gasoline,5 seater,,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,,yes,yes,yes,yes,yes,yes,yes,yes,,,yes,,yes,,yes,yes,,rack & pinion,,,yes,,yes,,,,,yes,,,,yes,,,,,,yes,,,,,,,,,
"38,722",Honda,hr v sport 2023,japan,"3 years / 36,000 miles basic , 5 years / unlimited miles corrosion , 5 years / 60,000 miles drivetrain , and 3 years / 36,000 miles roadside assistance warranty.","crystal black pearl, milano red, nordic forest pearl, platinum white pearl, and urban gray pearl.",suv,2.0l inline-4 gas,158 hp @ 6500 rpm,138 lb-ft @ 4200 rpm,4 cylinder,continuously variable automatic (cvt),front-wheel drive,,power,37.1 ft,strut,multi-link,179.8 in,72.4 in,63.8 in,104.5 in,,,p225/50vr18,18 in x 7.5 in,disc (abs),disc (abs),26 city,32 hwy,gasoline,5 seater,,4 doors,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,yes,,yes,yes,,rack & pinion,,,yes,yes,yes,,,,,yes,,,,yes,,,,,,yes,,,,,,,,,
